 Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve, Excess kurtosis of the DM-SNR curve, Skewness of the DM-SNR curve,target_class
0.5494976828356307,-0.07667062590596808,-0.331535606922559,-0.2931930584228966,-0.3193473962992247,-0.4068210179461019,-0.1798240130747656,-0.3360874757808538,0.0
-0.4581131799521927,3.7400025112056317,0.32487217199296453,-0.4197786909471199,6.232576601213655,2.0285450078382987,-2.251051965936294,-0.9731052761769076,0.0
-1.0558020155049819,-0.11891560696764678,0.3079575843760027,-0.07015386892884326,-0.36901420078262664,-0.7195801145440516,0.7727899488498354,-0.2030813945285128,0.0
0.9384214770497167,0.198558734318714,-0.6040007906554119,-0.2259695065814591,-0.2514120173643144,-0.38240208058753256,-0.5613416495810175,-0.620597042610447,0.0
0.026063468400397805,0.007219629357708137,-0.1717463784143763,-0.29639450530746225,-0.35577160198304475,-0.47580053989806104,0.2249718771508704,-0.06369119813944808,0.0
0.6344035815725086,-0.17378832218341314,-0.4756714281709122,-0.31973237528463033,-0.29444340451175577,0.03439688786503716,-0.3345936699696847,-0.5514028903706466,0.0
-0.3555565925890104,0.840797286668097,-0.22831098500295016,-0.33337907738430195,-0.11153177322057824,0.5051632542121401,-0.9278441364707297,-0.8374554750506802,0.0
-0.0895789743236653,0.1569908524142238,0.019346112566283855,-0.24697844839071187,0.15888265905187077,1.4023904276814343,-1.2092661308675572,-0.9330583305382208,0.0
0.6794432697913543,0.6572722628799254,-0.38793740093307194,-0.36634608955740616,-0.3687036067947555,-0.46294840931588704,0.7550438541808804,0.4626287655354079,0.0
-0.34307938166351937,-0.29608670592670266,0.10116675031956578,-0.21308400386173207,-0.2675911412813525,0.1327820878768784,-0.4592055204238996,-0.6202054293537576,0.0
-0.48580650176242884,-0.2134934998687679,-0.09484288977080264,-0.149014546713404,-0.36672709951325194,-0.6439714434956809,0.5438692867415769,0.4006377583109121,0.0
-2.8954298214706697,-1.2147376606311975,3.9512550325584566,2.9829163136439334,3.192538983515055,2.6060697368605465,-1.8118003414145192,-1.0041269865932683,1.0
-0.08897032988827548,0.1396011194505846,-0.21103383859966648,-0.28837185062145887,-0.3122319700790579,-0.14882073710478388,-0.19895963209145023,-0.43961098208521643,0.0
0.2585656427193036,0.13757262164718229,-0.23026769228314978,-0.30829123150745585,-0.33578064259453555,-0.19201589492049978,0.015032145015948743,-0.31318788747318543,0.0
-2.630973814293799,-2.6511873201161475,3.9222847151628013,3.9562881638541083,0.9087695228970603,2.654569836301485,-1.461192273668753,-0.9829143349136858,1.0
0.4305076957169237,0.6266939813515341,-0.42864179934917895,-0.3536461577777465,-0.3673482875227642,-0.6337687061348689,0.4610378291168387,-0.2030813945285128,0.0
0.40950946269597543,1.8188809852191945,-0.43278194620160476,-0.401120875356973,-0.3193191604944255,-0.32317220209739583,-0.12302192530197123,-0.33021937986685473,0.0
-0.13005382927708736,-0.263957517046337,-0.2213204886165053,-0.22351982575073734,-0.34027013771888737,-0.4497839514712572,0.036434436249145094,-0.18506899968497822,0.0
-1.0320648825247796,-1.574958314734326,0.464015930609866,0.19180181266719087,-0.3876216050943454,-0.713818206045242,1.2390802300992312,1.1886215380516978,0.0
0.6045800042384082,-0.9217113936451684,-0.3837921659040933,-0.21699606527613033,-0.3476396862835569,-0.38240208058753256,0.26027843006802376,-0.08614196880198174,0.0
-1.7213547056037346,1.7007690964394147,1.3696965833627277,0.0732180126993628,1.8352714305239066,2.924631241643896,-1.6517649694576388,-1.0023913582835848,1.0
-0.4270723137473126,0.7332728238741423,0.057027436602438204,-0.2767758375438151,-0.2892762497682933,-0.2073025774940087,-0.26773177696420725,-0.2030813945285128,0.0
0.94359495475053,0.5294943712536819,-0.5488438813304128,-0.35062014089493604,-0.3366559529485505,-0.594768467086613,0.005208970312053126,-0.04905386813046272,0.0
-0.22469803898020216,0.2546158282711916,0.0699778196177328,-0.21392884178090044,-0.34634083865493404,-0.42039877845788376,0.03465374953000775,-0.21848287865912414,0.0
1.2436566613977043,-0.7297581526523741,-0.7928063589548967,-0.223438265912991,-0.18774024698028238,0.3409421052251624,-0.790693125904735,-0.7835296713985194,0.0
-0.15074774008034078,-0.7908993689987472,-0.021612458815081677,-0.042539488737637535,-0.38355564724460145,-0.7676219067628605,1.1765145192053459,1.3950016648779218,0.0
0.5933200821836968,0.39649180624557967,-0.4184785607968016,-0.31493279902581317,-0.3458890655755269,-0.6500041183503271,0.19178712352298552,0.19466349736310506,0.0
0.673965469872846,-0.05335233240191568,-0.49665988531045524,-0.2654906587143357,-0.3048341856758191,-0.2873085673832217,-0.3436271656706511,-0.2030813945285128,0.0
-0.8412548520300754,-1.468161530396663,0.45590482784702674,0.223204859460408,-0.3655411951375958,-0.5401007418635524,0.784957088920571,0.5681294663380018,0.0
-0.038148519533226705,-0.6957752114330094,-0.12929805183497312,-0.1335045354289121,-0.37361663919371524,-0.646810427184142,0.7660063802909897,0.6294443268823142,0.0
-0.48763243506859827,0.05992315756319737,-0.14767096044355874,-0.23145490919727876,-0.3916310913007209,-0.6949325557794516,1.270894116437939,1.144174476544725,0.0
-0.15470392891037452,0.7607569853747942,-0.2213204886165053,-0.35100161378449835,-0.3661341473085389,-0.42773764503188594,0.4842987127070468,0.12141239318794551,0.0
0.7959986791685021,1.3930018384244933,-0.3816370993670863,-0.3825690081448287,-0.3315170340098873,-0.38783492820236287,0.13545428234655513,-0.09644523362113794,0.0
-0.5984057223095429,-0.8388398044067044,0.09184948260459228,-0.05276699703331629,-0.3062459765911788,-0.2317576045744773,-0.07386105048367643,-0.2937901053726945,0.0
-0.06645048577885267,0.19697252967983486,-0.20671333564443686,-0.24351272388906633,-0.3530891992438613,-0.6211233980850932,0.29150732377469213,0.18014831654292485,0.0
0.3720778299195024,1.3516717900949933,-0.2213204886165053,-0.32385751479533875,-0.30875896443402706,-0.2529084247372771,-0.054012913548141646,-0.27184954328020605,0.0
0.05832162347605751,0.09788163345645864,-0.3161517752480165,-0.30680484784130196,-0.3499550233915008,-0.35853618135216553,0.12680374547609527,-0.1906950552391088,0.0
0.14748803326066406,0.415288890047113,-0.30976190141393084,-0.33700988396516735,-0.2450589582114258,0.19310960841305988,-0.5355987043047992,-0.6574011550156951,0.0
0.5866249933944089,0.6441910574744554,-0.5739107831180073,-0.3709077613717829,-0.12802149115925748,0.8482178193298285,-0.8384186502687411,-0.2030813945285128,0.0
0.5921027933129172,0.40444720743287266,-0.35774649166947414,-0.31015974251990225,-0.3786708506504409,-0.7448379955147743,0.9491580219723418,1.0742951368701914,0.0
0.24152359852838903,0.9235346609323153,-0.22779661651797534,-0.3457292446465999,-0.3821438563292418,-0.697891087818124,1.043782739895866,0.9537533612645196,0.0
0.9256399439065307,0.21477825451364893,-0.6667832014054264,-0.2841504225334148,-0.2534167604506172,0.1251549480066129,-0.4830188353706675,-0.617914574119624,0.0
0.30756151976818297,0.4831959691615116,-0.04958933594572521,-0.280568355985302,-0.40241717390082293,-0.8437564684267909,2.2353445953186903,2.9965638683449134,0.0
0.7470028021196228,-0.11496664414426712,-0.4495387832101271,-0.23856915651851152,-0.2349222994256352,0.00944660279553204,-0.5533352685969802,-0.6330034926954019,0.0
-0.3120385154586393,-1.5826603841835813,-0.0404505424742797,-0.02096189651459879,-0.35698574216350004,-0.40388993779807103,0.29205693058915116,-0.04061740914968454,0.0
-0.5737556226762558,-0.741522520021146,0.12434511409566994,-0.0998029133752043,-0.34108897642953395,-0.5421781566299042,0.16047228820072892,0.01721771751842375,0.0
-0.029323175220074518,0.33372448557775736,-0.2378827089196346,-0.3167682333151058,-0.38985223472035163,-0.6758725347281902,1.2586331453916906,1.1369707567907623,0.0
0.27652065356330285,1.7704853096518705,-0.29733217553921987,-0.4161011566711661,-0.3586516554571325,-0.5824617828637216,0.520691421891723,0.3886179805241611,0.0
-1.629449395859874,-1.6563038701432191,0.6550173031134657,0.4279323354690072,-0.34882559065921304,-0.28734644166675666,0.23285202771467775,-0.12078282406225628,1.0
0.35016663024546935,1.2689745537204073,-0.5689433459305654,-0.34475441080963976,-0.32095683794948876,-0.38834324674750936,-0.2882144759117617,-0.4378620378451785,0.0
-0.6443583771814733,0.43729897096270454,-0.2213204886165053,-0.1982117180558846,-0.35150799339839645,-0.6603396347529359,0.28221889523529164,0.28389803208187964,0.0
1.3130421270321422,-0.6585508176487965,-0.5279471514751088,-0.18231611094939976,-0.35814341073435707,-0.38240208058753256,0.6000417454744043,0.4413853025581952,0.0
0.3483406969393,-0.21432701136921317,-0.2625286326386865,-0.26568907443486955,-0.34834558174123675,-0.5813126506452068,0.22224500057674645,0.08175490001570426,0.0
0.6042756820207132,-0.22175378403682378,-0.06343400530057974,-0.23676385220577612,-0.25974158376493656,0.17418195329339387,-0.52801690220134,-0.6631047508590007,1.0
0.6042756820207132,1.029160478178918,-0.3293652456171261,-0.3311738061014045,0.1425623561108368,1.3723353100795768,-1.1903476150949208,-0.9279005036043592,0.0
0.7473071243373176,-1.4532662576543283,-0.5560585004032792,-0.07718077035763975,0.16221448570667577,1.0859454789255896,-1.2475847615028122,-0.9352723452558838,0.0
0.6718352143489817,1.2856876477664232,-0.376388028381976,-0.35784841300580106,-0.36565413839056254,-0.6573426744270864,0.619337614427487,0.5483069981729318,0.0
1.0945387747272017,-0.42392853262196906,-0.6966356431084928,-0.2706036949410216,-0.28422203827779763,-0.2275204767905713,-0.4455758004399303,-0.561069449818801,0.0
0.6989198917238281,0.8321933329400676,-0.27149567999229535,-0.3557060666985632,-0.38750866180760857,-0.5731592461271721,1.0901769319614707,0.7526595972118966,1.0
-0.6245774330313045,-1.3041006804594462,-0.12839510208862404,0.0038224457382007937,-0.32838285819129676,-0.27140018851538106,-0.1154749165920333,-0.3588720391589649,0.0
-0.6136218331942881,0.07626019177071706,-0.03167452550827943,-0.2054242042773891,-0.2628757596172971,-0.09920790858867574,-0.46173648785147536,-0.5747490445082668,0.0
-0.22317642789172765,-0.7039173948933134,0.4028177812848295,-0.03138483609214617,1.4699564127656373,2.6793097334370333,-1.6480734108874282,-0.2030813945285128,1.0
-1.2453947571289063,-0.4613540672714278,1.1507754880222791,0.33933603313953536,0.7274955689596359,2.063574294990688,-1.4585065711179528,-0.9802673928485773,1.0
0.8075629234409084,0.04949346141152895,-0.5249070022713043,-0.2426097556186615,-0.28399615173809406,-0.05343334543780289,-0.41136448505363565,-0.5758284642063638,0.0
-0.48611082398012373,-0.9510933360897672,-0.2213204886165053,-0.054923320654929046,-0.3127402148018334,-0.195640302119752,-0.131650243293752,-0.2030813945285128,0.0
0.8148666566655861,-0.3442474181670693,-0.25291858310055415,-0.22095425179575037,-0.34173840027761543,-0.42347553444842595,0.05657691379815359,-0.1640151058996612,0.0
-0.009846553287600734,-0.04106380510145967,-0.29074601178795884,-0.2836576304682239,-0.38889221691816905,-0.7944814781901766,1.4632202152494589,1.809887483964915,0.0
0.9746358209554101,-0.5594566629881039,-0.2213204886165053,-0.22816576607733122,-0.30717775858856217,-0.11777786131457604,-0.1705158863802704,-0.4145986155386021,0.0
0.30238804206736963,0.03790844631407202,-0.16249626898533034,-0.2674991258542492,-0.35114092776715694,-0.5926978040402708,0.27832311682538247,0.1288883012691216,0.0
0.6922248029345403,-0.13481657962496899,-0.468782164121181,-0.2272485629300824,-0.26346871178824016,-0.38240208058753256,-0.4626737902431817,-0.6131026694157543,0.0
0.06014755678222693,-1.3742585692625675,-0.3616503961376039,-0.06422994164526574,0.05867373986613213,1.5086013475638254,-1.0653596040251043,-0.897488297284292,0.0
0.8422556562581274,1.4516377105454925,-0.601433734019419,-0.3963755508710989,-0.3203921215833449,-0.4824172313559541,-0.15722593559471906,-0.2728851172796998,0.0
0.5370204719101398,-0.354950539263422,-0.2213204886165053,-0.14702415871918076,-0.3781908417662347,-0.6000871487465005,0.6593504755709226,0.3872096618341001,0.0
-0.312951482111724,0.3212431311325362,-0.20654946773340233,-0.28816079114482457,-0.39558410586372805,-0.826349677981889,1.82513333868679,2.437346183092566,0.0
0.24334953183455846,-0.45598192019272493,-0.3677013347182262,-0.20050335249912107,-0.36353645201752305,-0.5148321832967234,0.29136370514609944,0.009412396300856241,0.0
1.4283802475385103,1.383891794681828,-0.8693474722606692,-0.36588405599207074,-0.35512217816873326,-0.26533692436559053,0.3646478735795988,-0.02574067257822282,0.0
0.1721381328939512,1.715012155310274,-0.11234809997982649,-0.36361971640530577,-0.377372003021818,-0.6176155815371458,0.8850110547580645,0.6964552129989816,0.0
0.20226603244574656,0.622282689503127,-0.10164321757450279,-0.2717748044266186,-0.37260014971439426,-0.7600189154966457,1.002585083548299,1.2356231979065553,0.0
1.4442050028586453,-0.020476655529992713,-0.2213204886165053,-0.28168077747033937,-0.3389712900564944,-0.4928313556649675,0.022739984841972465,-0.16398280554892503,0.0
-0.3665121924260269,-0.6189797505382979,0.22620896730240644,-0.11141689091156032,-0.40182422172987986,-0.8213832091883162,1.9776968848902856,2.4761259702736704,0.0
-0.692136965359573,-1.7694567922829951,0.29219635172026115,0.21420186338526181,-0.3589622494450036,-0.5547459424502783,0.2767328846300802,0.05348378121534298,0.0
0.8659927892383298,0.21867140630508772,-0.42409731784565147,-0.3064230486092992,-0.3354700485728943,-0.5594213796261914,0.042293003097601506,-0.07528884760609679,0.0
1.1237537076259125,-1.1740782519303965,-0.5124920571059773,-0.0712756918466924,-0.3790943879250488,-0.620575548030546,0.9327082027372021,0.7293287069039657,0.0
0.44359355107780457,0.826086147983246,-0.14937121979525103,-0.2843667742019936,0.10351221950005197,1.0336680327214312,-1.194990329122897,-0.9223904844167656,0.0
1.1194931965781838,2.9949449883341064,-0.7298827553373763,-0.4748029422189787,-0.3373900842447996,-0.23943656664722657,0.10419960419295735,-0.2333006710720581,0.0
0.5385420829986143,0.4005205346145842,-0.4007563440912263,-0.3123687453175945,-0.3384630453337189,-0.275209044900333,0.21844027644394906,-0.10384370456646605,0.0
0.9022071331440232,0.3955965226550343,-0.2213204886165053,-0.2620754182284647,-0.34035484516705494,-0.5112134362920707,0.10196281775287065,-0.0844187453335349,0.0
0.4162045514852633,-0.10628795809757012,-0.04810881062738149,-0.21077798683384427,-0.3815509041245287,-0.681357833780927,0.8004190195400495,0.6907023853456999,0.0
-0.5509314563491381,0.07107338448893757,0.05284198804498248,-0.20117956174091906,-0.39292993892934375,-0.6355616102573322,1.4415822605034505,1.2327096355228044,0.0
-0.05306030820027694,0.06163568987588616,-0.14372290939130422,-0.2879062880153896,-0.2814831638952458,-0.0705820060734726,-0.42555761619251214,-0.574606796070213,0.0
-0.5308461899812744,-0.4211178701733052,0.012959751468982286,-0.15377472783417734,-0.3608258134735404,-0.41500525792404686,0.3993501890121352,0.07057460518891656,0.0
0.6952680251114892,0.8196841656149553,-0.3554077105105915,-0.31022334740249213,-0.3816920832160646,-0.7986504374741187,1.338787968500291,1.7870579875318988,0.0
-0.1330970514540364,-1.2858401992324553,-0.00730818136664751,-0.00758762076730699,-0.3546139334459578,-0.5831928991307403,0.23676717488573135,0.07006595241151219,0.0
-0.5774074892885946,-0.6433792026604988,-0.2213204886165053,-0.13021980260314925,-0.3785861432022733,-0.6619058115557168,0.8854260779069124,0.7457703672374121,0.0
-1.3427778667912753,-1.0903817560539304,0.3669775788573525,0.06384902261084044,-0.3649200071280836,-0.3937445621444899,0.4900513002488872,0.10764665707305095,0.0
1.3553429152917336,0.6032750718320261,-0.6297429170578072,-0.2911589163800768,-0.41108557012788544,-0.38240208058753256,4.366298344373606,7.402494697703593,0.0
-0.16170333991735727,2.036138297582912,-0.2213204886165053,-0.40095981440938294,-0.3893722258361454,-0.6235582844989722,1.4588279696033561,1.3537697313097359,0.0
1.1447519406468607,0.07978887646725398,-0.4960728933863693,-0.2059550627546659,-0.4096737792125257,-0.8253442639845707,3.1396157166469187,4.082363211346651,0.0
-0.37990237000460264,-0.9960817949162558,0.22692297112016263,-0.013415904587800438,-0.3580869390909886,-0.49277360105112283,0.21779018000156922,-0.05018454062310058,0.0
1.081452919366321,0.2109705381840308,-0.3941015393464883,-0.26318719008908836,-0.26866410237027183,0.04527759808208237,-0.42899595283262576,-0.5827049876185153,0.0
0.4216823514037715,0.5499530551694535,-0.3443058394586663,-0.30061077828027305,-0.1445959165123342,0.534719663796522,-0.8750020600305647,-0.8200794893821,0.0
-0.9535497503594945,-1.961315769448604,0.36308963239460784,0.36078856613931043,-0.34817616684490155,-0.49104724169817926,0.04929284413984931,-0.1675076133258352,0.0
-1.9766810462497582,-0.011226444577405643,1.6486331102161285,0.46698471907597666,2.9387836835372996,2.8821499823850805,-1.8200384031989725,-1.0075044172460343,1.0
0.3772513076203157,-1.4775106605070054,-0.3352084186684387,-0.08936535265764813,-0.3246557301679932,-0.4147796752971103,-0.03628269659360331,-0.21101255927443982,0.0
-0.06218997473112403,-0.13778813476820048,-0.1857828835160046,-0.2341808833611141,-0.37415311972128995,-0.7446905997089405,0.9191248560858862,1.063254423476519,0.0
-0.20217819487077934,-2.34471388227793,0.15360814981307278,0.34163390803628924,-0.31793560538386506,-0.2479530009261029,-0.20532854261281494,-0.2030813945285128,0.0
0.34134128593231716,-0.3131030096224041,-0.23622112394317127,-0.15423947555060888,-0.3263216434278556,-0.061515392479055034,-0.06029926767126322,-0.3894724140949396,0.0
0.49350239477976865,0.42285189803773876,-0.41815975448267273,-0.33065374769040934,-0.28921977812492494,-0.08424363061450447,-0.28414440687272063,-0.4805160386956669,0.0
0.39185877406967107,0.7716746383962482,-0.4793204551105088,-0.3409037720037038,-0.38228503542077774,-0.806504834210734,1.4532747249305427,1.9481183327631946,0.0
0.49806722804519216,0.4545720427538493,-0.2194267293778868,-0.29736295968126725,-0.3818614981461698,-0.5717711389614336,1.1346841530804161,0.8998884372555614,0.0
-0.08288388553437742,0.7208494919634463,-0.3376328208965134,-0.3207313937380907,-0.32180391249870455,-0.48313734730113633,-0.08827737821372816,-0.19608373695247763,0.0
0.6852253919275575,-0.3971822807178835,-0.27232527048953264,-0.2581219939567471,-0.3606563985434353,-0.5113691028087063,0.2647600869900886,0.003362539548753482,0.0
-1.9231203359354552,-1.4918796823890155,1.836470698284585,1.1165147331474528,-0.2391294363669151,0.21368661956946794,-0.4985607053159714,-0.6314426189181611,1.0
0.6706179254782021,-0.7746670797290577,-0.6743764037952874,-0.20820265288816187,0.3762702245501639,1.982290063982373,-1.31151898520261,-0.9581183408679486,0.0
1.2171806284582476,0.3727024862179784,-0.5587912241569521,-0.30194652656059046,0.10051922250283715,1.2599767537384121,-1.1597600895523803,-0.9180318873618514,0.0
1.5802370341682668,0.5402069956354025,-0.8025541803480111,-0.32973552830700237,-0.2282586463186455,-0.38240208058753256,-0.5504889580537069,-0.6625606349983225,0.0
1.1745755179809614,-0.6785825698145952,-0.40416936047707513,-0.22329341835369385,-0.34196428681731894,-0.47607481582975264,0.14170868503600909,-0.08890433445896939,0.0
-0.039670130621701216,-0.7518418160229251,-0.10363808718680763,-0.18927451429192688,-0.4037724931728142,-0.8422315230526475,2.9040097243081173,3.8577711670954615,0.0
0.8580804115782623,1.406965492177127,-0.7619673583222639,-0.35180886820107554,0.2423195024197886,1.562193012160069,-1.2566555069413436,-0.9445894570635716,0.0
-0.39207525871239873,-0.4846110915669513,-0.14205974494323667,-0.20338181185954585,-0.20312876795770296,0.3409035206260175,-0.6501423759969848,-0.7081957774982812,0.0
0.7503503465142667,1.016760662598548,-0.6394596409027821,-0.3775643559447343,-0.3359500574908707,-0.30048206899172003,-0.059164747376322505,-0.33210710445565894,0.0
0.15753066644459585,0.6378510280571812,-0.31582258292532955,-0.31066118153222333,-0.36571061003393096,-0.4434186904724127,0.4685089910113315,0.12209400002851349,0.0
-1.2116149909647722,-1.6010102018806058,0.6380498762747816,0.2904248381259543,-0.39377701347855965,-0.38240208058753256,1.3829662696962621,1.3493024975602366,0.0
0.6529672368518977,1.0347230335714366,-0.32651046912759585,-0.34449287585432337,-0.36308467893811597,-0.709731867206559,0.5424965363508406,0.6273329882095965,0.0
0.13805404451212205,1.913838994830902,-0.09780232464936522,-0.40010032200722195,-0.30045763383820406,0.05058001585386087,-0.1286511845738952,-0.4194619759084035,1.0
0.7750004461475538,0.8643944706454912,-0.2213204886165053,-0.37643239337719075,-0.2671958398115437,0.010220999400818892,-0.4023021448932644,-0.5731199374293172,0.0
-0.08318820775207232,0.32423648810342637,-0.4522661153916167,-0.2415188517946526,3.0534493422096256,3.5975315347275383,-1.8746738045912235,-1.014470605232541,0.0
0.13683675564134246,0.6445514294665032,-0.17519965066297605,-0.3285313793070886,-0.3377853856808382,-0.41826061628833916,0.004996505261133922,-0.22107603211364676,0.0
0.6575320701173213,1.34263926363502,-0.6058882027768051,-0.3989226397658102,-0.3609387567265072,-0.47962802824427114,0.5004211112687855,0.19545187409976747,0.0
1.2871747385280754,0.40743742654039095,-0.5124878841561104,-0.3155727267521601,-0.33753126333633554,-0.48546347939737633,-0.11076409981361453,-0.27168015864660133,0.0
0.12162064475659731,0.6547214431622768,-0.4433845389213231,-0.33688005846707064,-0.3870004170848331,-0.7215792808151907,1.1109241075733842,1.0876352257147126,0.0
0.18887585486717084,0.528342597475929,-0.12037647350757251,-0.2654240486141196,-0.3637341027524274,-0.6838733410165548,0.6800836750901204,0.6317188606073157,0.0
-0.9158137953653266,-1.1573291165680166,0.007283859277556927,-0.03558928100388028,-0.3239780705151125,-0.38240208058753256,-0.10407704588701876,-0.38192737162337037,0.0
0.7689140017936558,0.16096523575399616,-0.44572583695359175,-0.30490356969611165,-0.3639035176825326,-0.7085905963103579,0.682388614770084,0.7226706148128654,0.0
0.2725644647332691,-1.521162701264617,-0.07048130319520277,-0.010839109832842643,-0.3544727543544218,-0.38240208058753256,0.3636859202177358,0.08811608133372403,0.0
0.5580187049310881,0.40354079280871535,-0.47940252211660145,-0.3056355834952187,-0.341681928634247,-0.585539294893783,0.1182170481958198,0.011204105658298496,0.0
0.793259779209248,0.9480950483910867,-0.3791931981739928,-0.34553254681457873,5.501268905706536,3.3261802435560752,-2.0988799714681394,-0.9984497965607951,0.0
-0.07162396347966601,0.675147045704969,-0.2248200130753825,-0.27748436741231314,-0.3581151748957878,-0.5731999388111929,0.4232256502789818,0.24311255966353487,0.0
-0.17691945080210242,0.04936561332969306,-0.25025510511570126,-0.25503234158667565,0.6382986190487828,-0.38240208058753256,-1.4638842305155317,-0.9834367347565484,0.0
-3.9459501169534748,-2.390781007370919,6.698248409044791,7.921103859805507,2.412609208504723,1.7950495059438665,-1.6386889472551638,-0.9909970885694088,1.0
-0.31812495981253736,-0.43311538490780277,0.2392518849770231,-0.09495650955342465,-0.2811160982640063,0.020187835418106575,-0.39648079449021345,-0.5705847559537699,0.0
-0.5904933446494754,0.3605496560690317,0.10346955036941381,-0.16872421778876273,-0.3692965589656986,-0.6931424115734045,0.7066734064469564,0.6679184920348069,0.0
0.7424379688541992,0.39121789311173033,-0.34486584832286316,-0.2845679897667028,-0.34704673411261383,-0.5836748817676295,0.08923476079346689,-0.031078487964187485,0.0
0.9362912215258523,-0.5005728231991609,-0.3786554430265022,-0.27657020878553135,-0.3577763450693475,-0.6521091700296502,0.36281227221479645,0.2994122886588972,0.0
0.1526615109614774,0.006091016070105645,-0.024388330265604555,-0.2672935541173,-0.36746123077573095,-0.38240208058753256,0.6307741393141525,0.2561511459328485,0.0
0.8739051668983973,0.3103730033604066,-0.681495363536226,-0.30291793589593013,-0.3012482367440515,-0.037620374822896784,-0.247345114211906,-0.4796420622555347,0.0
0.4551577953502109,0.3605518543378892,-0.46525680164373107,-0.286044552232819,-0.0767452451269016,0.7525525230604678,-0.9509273977905844,-0.8482100994190662,0.0
-1.040281582402542,-0.6497512929835704,0.4192845519114833,0.032813127331876454,-0.038542182660092114,0.9711560423293202,-0.9620568567420658,-0.8533806057385097,1.0
-0.5153257568788344,-1.165454503489753,-0.0021140280145216664,0.005734338388719473,-0.3159026264589931,-0.2371554125222963,-0.10417759394157672,-0.33655741542950135,0.0
-0.13614027363098544,-0.1766583378912274,-0.2213204886165053,-0.16697063859175415,-0.3732495735287057,-0.7325995622012177,0.8101409033994147,0.9101761428123725,0.0
